TimeRange	Country	Average	Count	P90	P95	Histogram
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Djibouti	7442.489361702128	47	19024	23359	0-252.83:1;252.83-505.66:0;505.66-758.49:2;758.49-1011.32:2;1011.32-1264.15:0;1264.15-1516.98:0;1516.98-1769.81:1;1769.81-2022.64:5;2022.64-2275.47:3;2275.47-2528.3:4;2528.3-2781.13:1;2781.13-3033.96:1;3033.96-3286.79:0;3286.79-3539.62:0;3539.62-3792.45:1;3792.45-4045.28:2;4045.28-4298.11:1;4298.11-4550.94:0;4550.94-4803.77:1;4803.77-5056.6:1;5056.6-5309.43:0;5309.43-5562.26:0;5562.26-5815.09:0;5815.09-6067.92:1;6067.92-6320.75:0;6320.75-6573.58:0;6573.58-6826.41:0;6826.41-7079.24:1;7079.24-7332.07:1;7332.07-7584.9:1;7584.9-7837.73:0;7837.73-8090.56:4;8090.56-8343.39:0;8343.39-8596.22:0;8596.22-8849.05:0;8849.05-9101.88:0;9101.88-9354.71:0;9354.71-9607.54:0;9607.54-9860.37:0;9860.37-10113.2:0;10113.2-10366.03:0;10366.03-10618.86:0;10618.86-10871.69:1;10871.69-11124.52:1;11124.52-11377.35:0;11377.35-11630.18:0;11630.18-11883.01:1;11883.01-12135.84:1;12135.84-12388.67:0;12388.67-12641.5:0;12641.5-12894.33:0;12894.33-13147.16:0;13147.16-13399.99:0;13399.99-13652.82:0;13652.82-13905.65:0;13905.65-14158.48:0;14158.48-14411.31:0;14411.31-14664.14:1;14664.14-14916.97:1;14916.97-15169.8:0;15169.8-15422.63:0;15422.63-15675.46:0;15675.46-15928.29:0;15928.29-16181.12:0;16181.12-16433.95:1;16433.95-16686.78:0;16686.78-16939.61:0;16939.61-17192.44:0;17192.44-17445.27:0;17445.27-17698.1:0;17698.1-17950.93:0;17950.93-18203.76:0;18203.76-18456.59:0;18456.59-18709.42:1;18709.42-18962.25:1;18962.25-19215.08:0;19215.08-19467.91:0;19467.91-19720.74:0;19720.74-19973.57:0;19973.57-20226.4:0;20226.4-20479.23:0;20479.23-20732.06:0;20732.06-20984.89:0;20984.89-21237.72:0;21237.72-21490.55:0;21490.55-21743.38:0;21743.38-21996.21:0;21996.21-22249.04:0;22249.04-22501.87:0;22501.87-22754.7:1;22754.7-23007.53:0;23007.53-23260.36:1;23260.36-23513.19:0;23513.19-23766.02:0;23766.02-24018.85:0;24018.85-24271.68:1;24271.68-24524.51:0;24524.51-24777.34:0;24777.34-25030.17:0;25030.17-25283:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Dominican Republic	4255.6315028901736	692	10421	13874	0-288.07:21;288.07-576.14:17;576.14-864.21:59;864.21-1152.28:65;1152.28-1440.35:49;1440.35-1728.42:47;1728.42-2016.49:57;2016.49-2304.56:33;2304.56-2592.63:25;2592.63-2880.7:20;2880.7-3168.77:26;3168.77-3456.84:26;3456.84-3744.91:21;3744.91-4032.98:10;4032.98-4321.05:17;4321.05-4609.12:16;4609.12-4897.19:9;4897.19-5185.26:10;5185.26-5473.33:12;5473.33-5761.4:7;5761.4-6049.47:8;6049.47-6337.54:4;6337.54-6625.61:8;6625.61-6913.68:2;6913.68-7201.75:7;7201.75-7489.82:6;7489.82-7777.89:5;7777.89-8065.96:5;8065.96-8354.03:2;8354.03-8642.1:6;8642.1-8930.17:0;8930.17-9218.24:6;9218.24-9506.31:3;9506.31-9794.38:4;9794.38-10082.45:8;10082.45-10370.52:5;10370.52-10658.59:2;10658.59-10946.66:2;10946.66-11234.73:2;11234.73-11522.8:2;11522.8-11810.87:5;11810.87-12098.94:3;12098.94-12387.01:3;12387.01-12675.08:0;12675.08-12963.15:6;12963.15-13251.22:1;13251.22-13539.29:3;13539.29-13827.36:4;13827.36-14115.43:3;14115.43-14403.5:1;14403.5-14691.57:1;14691.57-14979.64:1;14979.64-15267.71:1;15267.71-15555.78:2;15555.78-15843.85:1;15843.85-16131.92:1;16131.92-16419.99:1;16419.99-16708.06:1;16708.06-16996.13:0;16996.13-17284.2:2;17284.2-17572.27:0;17572.27-17860.34:0;17860.34-18148.41:0;18148.41-18436.48:1;18436.48-18724.55:0;18724.55-19012.62:1;19012.62-19300.69:0;19300.69-19588.76:1;19588.76-19876.83:0;19876.83-20164.9:2;20164.9-20452.97:0;20452.97-20741.04:0;20741.04-21029.11:0;21029.11-21317.18:0;21317.18-21605.25:0;21605.25-21893.32:0;21893.32-22181.39:0;22181.39-22469.46:1;22469.46-22757.53:0;22757.53-23045.6:0;23045.6-23333.67:0;23333.67-23621.74:1;23621.74-23909.81:1;23909.81-24197.88:0;24197.88-24485.95:1;24485.95-24774.02:2;24774.02-25062.09:0;25062.09-25350.16:0;25350.16-25638.23:1;25638.23-25926.3:1;25926.3-26214.37:1;26214.37-26502.44:1;26502.44-26790.51:1;26790.51-27078.58:0;27078.58-27366.65:1;27366.65-27654.72:0;27654.72-27942.79:0;27942.79-28230.86:0;28230.86-28518.93:0;28518.93-28807:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Ecuador	4814.072768192048	2666	10686	14510	0-298.77:48;298.77-597.54:55;597.54-896.31:60;896.31-1195.08:201;1195.08-1493.85:188;1493.85-1792.62:190;1792.62-2091.39:139;2091.39-2390.16:114;2390.16-2688.93:114;2688.93-2987.7:113;2987.7-3286.47:132;3286.47-3585.24:101;3585.24-3884.01:91;3884.01-4182.78:83;4182.78-4481.55:74;4481.55-4780.32:80;4780.32-5079.09:56;5079.09-5377.86:57;5377.86-5676.63:54;5676.63-5975.4:35;5975.4-6274.17:34;6274.17-6572.94:38;6572.94-6871.71:35;6871.71-7170.48:29;7170.48-7469.25:40;7469.25-7768.02:27;7768.02-8066.79:23;8066.79-8365.56:36;8365.56-8664.33:22;8664.33-8963.1:16;8963.1-9261.87:23;9261.87-9560.64:31;9560.64-9859.41:20;9859.41-10158.18:17;10158.18-10456.95:18;10456.95-10755.72:9;10755.72-11054.49:18;11054.49-11353.26:15;11353.26-11652.03:17;11652.03-11950.8:10;11950.8-12249.57:15;12249.57-12548.34:12;12548.34-12847.11:5;12847.11-13145.88:8;13145.88-13444.65:3;13444.65-13743.42:7;13743.42-14042.19:8;14042.19-14340.96:7;14340.96-14639.73:10;14639.73-14938.5:7;14938.5-15237.27:9;15237.27-15536.04:5;15536.04-15834.81:6;15834.81-16133.58:4;16133.58-16432.35:3;16432.35-16731.12:5;16731.12-17029.89:6;17029.89-17328.66:4;17328.66-17627.43:5;17627.43-17926.2:4;17926.2-18224.97:4;18224.97-18523.74:3;18523.74-18822.51:1;18822.51-19121.28:1;19121.28-19420.05:3;19420.05-19718.82:0;19718.82-20017.59:8;20017.59-20316.36:1;20316.36-20615.13:2;20615.13-20913.9:4;20913.9-21212.67:1;21212.67-21511.44:2;21511.44-21810.21:0;21810.21-22108.98:3;22108.98-22407.75:1;22407.75-22706.52:1;22706.52-23005.29:0;23005.29-23304.06:4;23304.06-23602.83:3;23602.83-23901.6:4;23901.6-24200.37:1;24200.37-24499.14:1;24499.14-24797.91:1;24797.91-25096.68:2;25096.68-25395.45:1;25395.45-25694.22:0;25694.22-25992.99:3;25992.99-26291.76:1;26291.76-26590.53:1;26590.53-26889.3:4;26889.3-27188.07:1;27188.07-27486.84:1;27486.84-27785.61:1;27785.61-28084.38:0;28084.38-28383.15:1;28383.15-28681.92:1;28681.92-28980.69:0;28980.69-29279.46:1;29279.46-29578.23:1;29578.23-29877:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Egypt	6136.017651956703	6005	14438	19625	0-297.14:111;297.14-594.28:149;594.28-891.42:110;891.42-1188.56:75;1188.56-1485.7:206;1485.7-1782.84:338;1782.84-2079.98:355;2079.98-2377.12:347;2377.12-2674.26:307;2674.26-2971.4:285;2971.4-3268.54:260;3268.54-3565.68:210;3565.68-3862.82:209;3862.82-4159.96:218;4159.96-4457.1:180;4457.1-4754.24:156;4754.24-5051.38:144;5051.38-5348.52:132;5348.52-5645.66:106;5645.66-5942.8:90;5942.8-6239.94:97;6239.94-6537.08:83;6537.08-6834.22:83;6834.22-7131.36:85;7131.36-7428.5:73;7428.5-7725.64:70;7725.64-8022.78:66;8022.78-8319.92:53;8319.92-8617.06:46;8617.06-8914.2:67;8914.2-9211.34:47;9211.34-9508.48:45;9508.48-9805.62:58;9805.62-10102.76:45;10102.76-10399.9:54;10399.9-10697.04:49;10697.04-10994.18:33;10994.18-11291.32:43;11291.32-11588.46:28;11588.46-11885.6:28;11885.6-12182.74:46;12182.74-12479.88:32;12479.88-12777.02:29;12777.02-13074.16:20;13074.16-13371.3:32;13371.3-13668.44:33;13668.44-13965.58:37;13965.58-14262.72:22;14262.72-14559.86:23;14559.86-14857:20;14857-15154.14:31;15154.14-15451.28:26;15451.28-15748.42:25;15748.42-16045.56:15;16045.56-16342.7:19;16342.7-16639.84:20;16639.84-16936.98:17;16936.98-17234.12:9;17234.12-17531.26:10;17531.26-17828.4:19;17828.4-18125.54:15;18125.54-18422.68:14;18422.68-18719.82:11;18719.82-19016.96:12;19016.96-19314.1:13;19314.1-19611.24:17;19611.24-19908.38:17;19908.38-20205.52:9;20205.52-20502.66:11;20502.66-20799.8:11;20799.8-21096.94:11;21096.94-21394.08:20;21394.08-21691.22:12;21691.22-21988.36:6;21988.36-22285.5:15;22285.5-22582.64:12;22582.64-22879.78:5;22879.78-23176.92:14;23176.92-23474.06:4;23474.06-23771.2:7;23771.2-24068.34:9;24068.34-24365.48:12;24365.48-24662.62:8;24662.62-24959.76:10;24959.76-25256.9:11;25256.9-25554.04:8;25554.04-25851.18:10;25851.18-26148.32:4;26148.32-26445.46:7;26445.46-26742.6:6;26742.6-27039.74:5;27039.74-27336.88:7;27336.88-27634.02:5;27634.02-27931.16:8;27931.16-28228.3:8;28228.3-28525.44:7;28525.44-28822.58:5;28822.58-29119.72:5;29119.72-29416.86:4;29416.86-29714:4
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	El Salvador	4391.6850321395777	1089	9593	14538	0-271.71:26;271.71-543.42:16;543.42-815.13:69;815.13-1086.84:84;1086.84-1358.55:74;1358.55-1630.26:75;1630.26-1901.97:51;1901.97-2173.68:53;2173.68-2445.39:37;2445.39-2717.1:48;2717.1-2988.81:50;2988.81-3260.52:37;3260.52-3532.23:32;3532.23-3803.94:32;3803.94-4075.65:32;4075.65-4347.36:36;4347.36-4619.07:18;4619.07-4890.78:23;4890.78-5162.49:15;5162.49-5434.2:15;5434.2-5705.91:24;5705.91-5977.62:19;5977.62-6249.33:17;6249.33-6521.04:18;6521.04-6792.75:13;6792.75-7064.46:11;7064.46-7336.17:8;7336.17-7607.88:5;7607.88-7879.59:8;7879.59-8151.3:10;8151.3-8423.01:9;8423.01-8694.72:6;8694.72-8966.43:3;8966.43-9238.14:3;9238.14-9509.85:5;9509.85-9781.56:4;9781.56-10053.27:3;10053.27-10324.98:5;10324.98-10596.69:2;10596.69-10868.4:7;10868.4-11140.11:3;11140.11-11411.82:1;11411.82-11683.53:3;11683.53-11955.24:1;11955.24-12226.95:4;12226.95-12498.66:3;12498.66-12770.37:3;12770.37-13042.08:1;13042.08-13313.79:2;13313.79-13585.5:2;13585.5-13857.21:3;13857.21-14128.92:1;14128.92-14400.63:4;14400.63-14672.34:2;14672.34-14944.05:2;14944.05-15215.76:0;15215.76-15487.47:1;15487.47-15759.18:1;15759.18-16030.89:2;16030.89-16302.6:3;16302.6-16574.31:1;16574.31-16846.02:1;16846.02-17117.73:1;17117.73-17389.44:3;17389.44-17661.15:1;17661.15-17932.86:1;17932.86-18204.57:3;18204.57-18476.28:2;18476.28-18747.99:1;18747.99-19019.7:5;19019.7-19291.41:2;19291.41-19563.12:0;19563.12-19834.83:1;19834.83-20106.54:0;20106.54-20378.25:1;20378.25-20649.96:0;20649.96-20921.67:1;20921.67-21193.38:0;21193.38-21465.09:1;21465.09-21736.8:1;21736.8-22008.51:0;22008.51-22280.22:0;22280.22-22551.93:1;22551.93-22823.64:1;22823.64-23095.35:0;23095.35-23367.06:1;23367.06-23638.77:1;23638.77-23910.48:2;23910.48-24182.19:0;24182.19-24453.9:2;24453.9-24725.61:1;24725.61-24997.32:2;24997.32-25269.03:0;25269.03-25540.74:2;25540.74-25812.45:1;25812.45-26084.16:0;26084.16-26355.87:1;26355.87-26627.58:1;26627.58-26899.29:0;26899.29-27171:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Equatorial Guinea	4978	12	20982	27499	0-273.97:8;273.97-547.94:0;547.94-821.91:0;821.91-1095.88:0;1095.88-1369.85:0;1369.85-1643.82:0;1643.82-1917.79:0;1917.79-2191.76:0;2191.76-2465.73:0;2465.73-2739.7:0;2739.7-3013.67:0;3013.67-3287.64:0;3287.64-3561.61:0;3561.61-3835.58:0;3835.58-4109.55:0;4109.55-4383.52:0;4383.52-4657.49:0;4657.49-4931.46:1;4931.46-5205.43:0;5205.43-5479.4:1;5479.4-5753.37:0;5753.37-6027.34:0;6027.34-6301.31:0;6301.31-6575.28:0;6575.28-6849.25:0;6849.25-7123.22:0;7123.22-7397.19:0;7397.19-7671.16:0;7671.16-7945.13:0;7945.13-8219.1:0;8219.1-8493.07:0;8493.07-8767.04:0;8767.04-9041.01:0;9041.01-9314.98:0;9314.98-9588.95:0;9588.95-9862.92:0;9862.92-10136.89:0;10136.89-10410.86:0;10410.86-10684.83:0;10684.83-10958.8:0;10958.8-11232.77:0;11232.77-11506.74:0;11506.74-11780.71:0;11780.71-12054.68:0;12054.68-12328.65:0;12328.65-12602.62:0;12602.62-12876.59:0;12876.59-13150.56:0;13150.56-13424.53:0;13424.53-13698.5:0;13698.5-13972.47:0;13972.47-14246.44:0;14246.44-14520.41:0;14520.41-14794.38:0;14794.38-15068.35:0;15068.35-15342.32:0;15342.32-15616.29:0;15616.29-15890.26:0;15890.26-16164.23:0;16164.23-16438.2:0;16438.2-16712.17:0;16712.17-16986.14:0;16986.14-17260.11:0;17260.11-17534.08:0;17534.08-17808.05:0;17808.05-18082.02:0;18082.02-18355.99:0;18355.99-18629.96:0;18629.96-18903.93:0;18903.93-19177.9:0;19177.9-19451.87:0;19451.87-19725.84:0;19725.84-19999.81:0;19999.81-20273.78:0;20273.78-20547.75:0;20547.75-20821.72:0;20821.72-21095.69:1;21095.69-21369.66:0;21369.66-21643.63:0;21643.63-21917.6:0;21917.6-22191.57:0;22191.57-22465.54:0;22465.54-22739.51:0;22739.51-23013.48:0;23013.48-23287.45:0;23287.45-23561.42:0;23561.42-23835.39:0;23835.39-24109.36:0;24109.36-24383.33:0;24383.33-24657.3:0;24657.3-24931.27:0;24931.27-25205.24:0;25205.24-25479.21:0;25479.21-25753.18:0;25753.18-26027.15:0;26027.15-26301.12:0;26301.12-26575.09:0;26575.09-26849.06:0;26849.06-27123.03:0;27123.03-27397:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Estonia	3339.1906729634	1694	7110	10596	0-295.26:43;295.26-590.52:30;590.52-885.78:24;885.78-1181.04:180;1181.04-1476.3:172;1476.3-1771.56:178;1771.56-2066.82:151;2066.82-2362.08:165;2362.08-2657.34:98;2657.34-2952.6:100;2952.6-3247.86:71;3247.86-3543.12:68;3543.12-3838.38:50;3838.38-4133.64:31;4133.64-4428.9:34;4428.9-4724.16:25;4724.16-5019.42:23;5019.42-5314.68:20;5314.68-5609.94:19;5609.94-5905.2:13;5905.2-6200.46:10;6200.46-6495.72:7;6495.72-6790.98:5;6790.98-7086.24:9;7086.24-7381.5:5;7381.5-7676.76:7;7676.76-7972.02:7;7972.02-8267.28:6;8267.28-8562.54:13;8562.54-8857.8:9;8857.8-9153.06:8;9153.06-9448.32:8;9448.32-9743.58:4;9743.58-10038.84:10;10038.84-10334.1:5;10334.1-10629.36:3;10629.36-10924.62:11;10924.62-11219.88:9;11219.88-11515.14:7;11515.14-11810.4:5;11810.4-12105.66:2;12105.66-12400.92:2;12400.92-12696.18:3;12696.18-12991.44:4;12991.44-13286.7:2;13286.7-13581.96:3;13581.96-13877.22:3;13877.22-14172.48:2;14172.48-14467.74:1;14467.74-14763:0;14763-15058.26:1;15058.26-15353.52:3;15353.52-15648.78:3;15648.78-15944.04:1;15944.04-16239.3:2;16239.3-16534.56:0;16534.56-16829.82:0;16829.82-17125.08:0;17125.08-17420.34:1;17420.34-17715.6:2;17715.6-18010.86:0;18010.86-18306.12:0;18306.12-18601.38:4;18601.38-18896.64:0;18896.64-19191.9:0;19191.9-19487.16:0;19487.16-19782.42:0;19782.42-20077.68:0;20077.68-20372.94:0;20372.94-20668.2:0;20668.2-20963.46:0;20963.46-21258.72:1;21258.72-21553.98:1;21553.98-21849.24:2;21849.24-22144.5:0;22144.5-22439.76:1;22439.76-22735.02:2;22735.02-23030.28:2;23030.28-23325.54:0;23325.54-23620.8:0;23620.8-23916.06:0;23916.06-24211.32:1;24211.32-24506.58:0;24506.58-24801.84:0;24801.84-25097.1:0;25097.1-25392.36:0;25392.36-25687.62:0;25687.62-25982.88:0;25982.88-26278.14:1;26278.14-26573.4:0;26573.4-26868.66:0;26868.66-27163.92:0;27163.92-27459.18:0;27459.18-27754.44:0;27754.44-28049.7:0;28049.7-28344.96:0;28344.96-28640.22:0;28640.22-28935.48:0;28935.48-29230.74:0;29230.74-29526:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Ethiopia	7025.0880503144654	318	17358	25018	0-291.99:9;291.99-583.98:15;583.98-875.97:7;875.97-1167.96:2;1167.96-1459.95:15;1459.95-1751.94:20;1751.94-2043.93:18;2043.93-2335.92:8;2335.92-2627.91:17;2627.91-2919.9:7;2919.9-3211.89:16;3211.89-3503.88:8;3503.88-3795.87:11;3795.87-4087.86:6;4087.86-4379.85:6;4379.85-4671.84:9;4671.84-4963.83:4;4963.83-5255.82:4;5255.82-5547.81:7;5547.81-5839.8:3;5839.8-6131.79:6;6131.79-6423.78:2;6423.78-6715.77:3;6715.77-7007.76:7;7007.76-7299.75:7;7299.75-7591.74:2;7591.74-7883.73:2;7883.73-8175.72:2;8175.72-8467.71:5;8467.71-8759.7:3;8759.7-9051.69:4;9051.69-9343.68:2;9343.68-9635.67:1;9635.67-9927.66:3;9927.66-10219.65:4;10219.65-10511.64:0;10511.64-10803.63:1;10803.63-11095.62:6;11095.62-11387.61:0;11387.61-11679.6:5;11679.6-11971.59:2;11971.59-12263.58:3;12263.58-12555.57:2;12555.57-12847.56:6;12847.56-13139.55:0;13139.55-13431.54:0;13431.54-13723.53:0;13723.53-14015.52:1;14015.52-14307.51:3;14307.51-14599.5:0;14599.5-14891.49:1;14891.49-15183.48:2;15183.48-15475.47:1;15475.47-15767.46:2;15767.46-16059.45:2;16059.45-16351.44:0;16351.44-16643.43:1;16643.43-16935.42:2;16935.42-17227.41:1;17227.41-17519.4:2;17519.4-17811.39:1;17811.39-18103.38:3;18103.38-18395.37:0;18395.37-18687.36:1;18687.36-18979.35:0;18979.35-19271.34:0;19271.34-19563.33:0;19563.33-19855.32:2;19855.32-20147.31:0;20147.31-20439.3:0;20439.3-20731.29:0;20731.29-21023.28:1;21023.28-21315.27:0;21315.27-21607.26:0;21607.26-21899.25:0;21899.25-22191.24:1;22191.24-22483.23:0;22483.23-22775.22:0;22775.22-23067.21:0;23067.21-23359.2:3;23359.2-23651.19:0;23651.19-23943.18:0;23943.18-24235.17:1;24235.17-24527.16:0;24527.16-24819.15:0;24819.15-25111.14:3;25111.14-25403.13:0;25403.13-25695.12:2;25695.12-25987.11:0;25987.11-26279.1:1;26279.1-26571.09:2;26571.09-26863.08:0;26863.08-27155.07:0;27155.07-27447.06:0;27447.06-27739.05:0;27739.05-28031.04:2;28031.04-28323.03:2;28323.03-28615.02:3;28615.02-28907.01:1;28907.01-29199:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	European Union	2789.4621676891616	1956	5412	8585	0-293.98:129;293.98-587.96:82;587.96-881.94:95;881.94-1175.92:308;1175.92-1469.9:238;1469.9-1763.88:184;1763.88-2057.86:155;2057.86-2351.84:110;2351.84-2645.82:83;2645.82-2939.8:77;2939.8-3233.78:77;3233.78-3527.76:42;3527.76-3821.74:47;3821.74-4115.72:38;4115.72-4409.7:28;4409.7-4703.68:28;4703.68-4997.66:23;4997.66-5291.64:13;5291.64-5585.62:11;5585.62-5879.6:16;5879.6-6173.58:6;6173.58-6467.56:16;6467.56-6761.54:10;6761.54-7055.52:9;7055.52-7349.5:4;7349.5-7643.48:9;7643.48-7937.46:5;7937.46-8231.44:6;8231.44-8525.42:10;8525.42-8819.4:8;8819.4-9113.38:3;9113.38-9407.36:3;9407.36-9701.34:6;9701.34-9995.32:4;9995.32-10289.3:5;10289.3-10583.28:1;10583.28-10877.26:2;10877.26-11171.24:1;11171.24-11465.22:3;11465.22-11759.2:2;11759.2-12053.18:1;12053.18-12347.16:2;12347.16-12641.14:3;12641.14-12935.12:1;12935.12-13229.1:3;13229.1-13523.08:3;13523.08-13817.06:4;13817.06-14111.04:2;14111.04-14405.02:1;14405.02-14699:1;14699-14992.98:2;14992.98-15286.96:0;15286.96-15580.94:0;15580.94-15874.92:2;15874.92-16168.9:2;16168.9-16462.88:2;16462.88-16756.86:0;16756.86-17050.84:1;17050.84-17344.82:2;17344.82-17638.8:0;17638.8-17932.78:0;17932.78-18226.76:0;18226.76-18520.74:1;18520.74-18814.72:1;18814.72-19108.7:0;19108.7-19402.68:0;19402.68-19696.66:0;19696.66-19990.64:2;19990.64-20284.62:2;20284.62-20578.6:1;20578.6-20872.58:0;20872.58-21166.56:0;21166.56-21460.54:1;21460.54-21754.52:1;21754.52-22048.5:0;22048.5-22342.48:1;22342.48-22636.46:1;22636.46-22930.44:0;22930.44-23224.42:2;23224.42-23518.4:0;23518.4-23812.38:0;23812.38-24106.36:1;24106.36-24400.34:0;24400.34-24694.32:1;24694.32-24988.3:0;24988.3-25282.28:0;25282.28-25576.26:1;25576.26-25870.24:0;25870.24-26164.22:0;26164.22-26458.2:2;26458.2-26752.18:2;26752.18-27046.16:3;27046.16-27340.14:1;27340.14-27634.12:0;27634.12-27928.1:2;27928.1-28222.08:0;28222.08-28516.06:0;28516.06-28810.04:0;28810.04-29104.02:0;29104.02-29398:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Faroe Islands	2395.3109243697477	119	4110	9287	0-230.41:3;230.41-460.82:2;460.82-691.23:1;691.23-921.64:20;921.64-1152.05:33;1152.05-1382.46:12;1382.46-1612.87:9;1612.87-1843.28:1;1843.28-2073.69:12;2073.69-2304.1:2;2304.1-2534.51:4;2534.51-2764.92:2;2764.92-2995.33:3;2995.33-3225.74:2;3225.74-3456.15:0;3456.15-3686.56:1;3686.56-3916.97:1;3916.97-4147.38:0;4147.38-4377.79:1;4377.79-4608.2:1;4608.2-4838.61:2;4838.61-5069.02:0;5069.02-5299.43:0;5299.43-5529.84:0;5529.84-5760.25:0;5760.25-5990.66:0;5990.66-6221.07:0;6221.07-6451.48:1;6451.48-6681.89:0;6681.89-6912.3:0;6912.3-7142.71:0;7142.71-7373.12:0;7373.12-7603.53:0;7603.53-7833.94:0;7833.94-8064.35:0;8064.35-8294.76:0;8294.76-8525.17:0;8525.17-8755.58:0;8755.58-8985.99:1;8985.99-9216.4:0;9216.4-9446.81:2;9446.81-9677.22:0;9677.22-9907.63:0;9907.63-10138.04:0;10138.04-10368.45:1;10368.45-10598.86:0;10598.86-10829.27:0;10829.27-11059.68:0;11059.68-11290.09:0;11290.09-11520.5:0;11520.5-11750.91:0;11750.91-11981.32:0;11981.32-12211.73:1;12211.73-12442.14:0;12442.14-12672.55:0;12672.55-12902.96:0;12902.96-13133.37:0;13133.37-13363.78:0;13363.78-13594.19:0;13594.19-13824.6:0;13824.6-14055.01:0;14055.01-14285.42:0;14285.42-14515.83:0;14515.83-14746.24:0;14746.24-14976.65:0;14976.65-15207.06:0;15207.06-15437.47:0;15437.47-15667.88:0;15667.88-15898.29:0;15898.29-16128.7:0;16128.7-16359.11:0;16359.11-16589.52:0;16589.52-16819.93:0;16819.93-17050.34:0;17050.34-17280.75:0;17280.75-17511.16:0;17511.16-17741.57:0;17741.57-17971.98:0;17971.98-18202.39:0;18202.39-18432.8:0;18432.8-18663.21:0;18663.21-18893.62:0;18893.62-19124.03:0;19124.03-19354.44:0;19354.44-19584.85:0;19584.85-19815.26:0;19815.26-20045.67:0;20045.67-20276.08:0;20276.08-20506.49:0;20506.49-20736.9:0;20736.9-20967.31:0;20967.31-21197.72:0;21197.72-21428.13:0;21428.13-21658.54:0;21658.54-21888.95:0;21888.95-22119.36:0;22119.36-22349.77:0;22349.77-22580.18:0;22580.18-22810.59:0;22810.59-23041:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Fiji	4628.1935483870966	31	8172	13081	0-176.63:1;176.63-353.26:0;353.26-529.89:0;529.89-706.52:2;706.52-883.15:0;883.15-1059.78:0;1059.78-1236.41:4;1236.41-1413.04:1;1413.04-1589.67:2;1589.67-1766.3:0;1766.3-1942.93:0;1942.93-2119.56:0;2119.56-2296.19:4;2296.19-2472.82:0;2472.82-2649.45:3;2649.45-2826.08:0;2826.08-3002.71:0;3002.71-3179.34:1;3179.34-3355.97:0;3355.97-3532.6:0;3532.6-3709.23:3;3709.23-3885.86:1;3885.86-4062.49:0;4062.49-4239.12:0;4239.12-4415.75:0;4415.75-4592.38:0;4592.38-4769.01:0;4769.01-4945.64:1;4945.64-5122.27:0;5122.27-5298.9:0;5298.9-5475.53:0;5475.53-5652.16:1;5652.16-5828.79:1;5828.79-6005.42:0;6005.42-6182.05:1;6182.05-6358.68:0;6358.68-6535.31:0;6535.31-6711.94:0;6711.94-6888.57:0;6888.57-7065.2:0;7065.2-7241.83:1;7241.83-7418.46:1;7418.46-7595.09:0;7595.09-7771.72:1;7771.72-7948.35:0;7948.35-8124.98:0;8124.98-8301.61:0;8301.61-8478.24:0;8478.24-8654.87:0;8654.87-8831.5:0;8831.5-9008.13:0;9008.13-9184.76:0;9184.76-9361.39:0;9361.39-9538.02:0;9538.02-9714.65:0;9714.65-9891.28:0;9891.28-10067.91:0;10067.91-10244.54:0;10244.54-10421.17:0;10421.17-10597.8:0;10597.8-10774.43:0;10774.43-10951.06:0;10951.06-11127.69:0;11127.69-11304.32:0;11304.32-11480.95:0;11480.95-11657.58:0;11657.58-11834.21:0;11834.21-12010.84:0;12010.84-12187.47:0;12187.47-12364.1:1;12364.1-12540.73:0;12540.73-12717.36:0;12717.36-12893.99:0;12893.99-13070.62:0;13070.62-13247.25:0;13247.25-13423.88:0;13423.88-13600.51:0;13600.51-13777.14:0;13777.14-13953.77:0;13953.77-14130.4:0;14130.4-14307.03:0;14307.03-14483.66:0;14483.66-14660.29:0;14660.29-14836.92:0;14836.92-15013.55:0;15013.55-15190.18:0;15190.18-15366.81:0;15366.81-15543.44:0;15543.44-15720.07:0;15720.07-15896.7:0;15896.7-16073.33:0;16073.33-16249.96:0;16249.96-16426.59:0;16426.59-16603.22:0;16603.22-16779.85:0;16779.85-16956.48:0;16956.48-17133.11:0;17133.11-17309.74:0;17309.74-17486.37:0;17486.37-17663:1
