TimeRange	Country	Average	Count	P90	P95	Histogram
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Timor-Leste	9021	1	9021	9021	N/A
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Togo	5663.6153846153848	26	10157	12326	0-143.43:2;143.43-286.86:1;286.86-430.29:0;430.29-573.72:0;573.72-717.15:0;717.15-860.58:0;860.58-1004.01:0;1004.01-1147.44:1;1147.44-1290.87:1;1290.87-1434.3:0;1434.3-1577.73:2;1577.73-1721.16:2;1721.16-1864.59:0;1864.59-2008.02:0;2008.02-2151.45:1;2151.45-2294.88:0;2294.88-2438.31:1;2438.31-2581.74:0;2581.74-2725.17:0;2725.17-2868.6:0;2868.6-3012.03:1;3012.03-3155.46:0;3155.46-3298.89:0;3298.89-3442.32:0;3442.32-3585.75:0;3585.75-3729.18:0;3729.18-3872.61:1;3872.61-4016.04:2;4016.04-4159.47:0;4159.47-4302.9:0;4302.9-4446.33:1;4446.33-4589.76:0;4589.76-4733.19:0;4733.19-4876.62:0;4876.62-5020.05:1;5020.05-5163.48:1;5163.48-5306.91:0;5306.91-5450.34:0;5450.34-5593.77:1;5593.77-5737.2:0;5737.2-5880.63:1;5880.63-6024.06:0;6024.06-6167.49:1;6167.49-6310.92:0;6310.92-6454.35:0;6454.35-6597.78:0;6597.78-6741.21:0;6741.21-6884.64:0;6884.64-7028.07:0;7028.07-7171.5:0;7171.5-7314.93:0;7314.93-7458.36:0;7458.36-7601.79:0;7601.79-7745.22:1;7745.22-7888.65:0;7888.65-8032.08:0;8032.08-8175.51:0;8175.51-8318.94:0;8318.94-8462.37:0;8462.37-8605.8:0;8605.8-8749.23:2;8749.23-8892.66:0;8892.66-9036.09:0;9036.09-9179.52:0;9179.52-9322.95:0;9322.95-9466.38:0;9466.38-9609.81:0;9609.81-9753.24:0;9753.24-9896.67:0;9896.67-10040.1:0;10040.1-10183.53:0;10183.53-10326.96:0;10326.96-10470.39:0;10470.39-10613.82:0;10613.82-10757.25:0;10757.25-10900.68:1;10900.68-11044.11:0;11044.11-11187.54:0;11187.54-11330.97:0;11330.97-11474.4:0;11474.4-11617.83:0;11617.83-11761.26:0;11761.26-11904.69:0;11904.69-12048.12:0;12048.12-12191.55:0;12191.55-12334.98:0;12334.98-12478.41:0;12478.41-12621.84:0;12621.84-12765.27:0;12765.27-12908.7:0;12908.7-13052.13:0;13052.13-13195.56:0;13195.56-13338.99:0;13338.99-13482.42:0;13482.42-13625.85:0;13625.85-13769.28:0;13769.28-13912.71:0;13912.71-14056.14:0;14056.14-14199.57:0;14199.57-14343:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Trinidad and Tobago	3601.3340336134452	952	7119	12005	0-298.15:30;298.15-596.3:16;596.3-894.45:95;894.45-1192.6:97;1192.6-1490.75:102;1490.75-1788.9:70;1788.9-2087.05:73;2087.05-2385.2:40;2385.2-2683.35:38;2683.35-2981.5:40;2981.5-3279.65:39;3279.65-3577.8:29;3577.8-3875.95:35;3875.95-4174.1:30;4174.1-4472.25:22;4472.25-4770.4:18;4770.4-5068.55:11;5068.55-5366.7:10;5366.7-5664.85:10;5664.85-5963:17;5963-6261.15:9;6261.15-6559.3:9;6559.3-6857.45:11;6857.45-7155.6:8;7155.6-7453.75:7;7453.75-7751.9:6;7751.9-8050.05:7;8050.05-8348.2:4;8348.2-8646.35:4;8646.35-8944.5:0;8944.5-9242.65:2;9242.65-9540.8:4;9540.8-9838.95:1;9838.95-10137.1:1;10137.1-10435.25:2;10435.25-10733.4:0;10733.4-11031.55:4;11031.55-11329.7:0;11329.7-11627.85:0;11627.85-11926:5;11926-12224.15:4;12224.15-12522.3:2;12522.3-12820.45:1;12820.45-13118.6:1;13118.6-13416.75:1;13416.75-13714.9:2;13714.9-14013.05:0;14013.05-14311.2:1;14311.2-14609.35:0;14609.35-14907.5:1;14907.5-15205.65:4;15205.65-15503.8:1;15503.8-15801.95:1;15801.95-16100.1:0;16100.1-16398.25:1;16398.25-16696.4:2;16696.4-16994.55:0;16994.55-17292.7:2;17292.7-17590.85:0;17590.85-17889:1;17889-18187.15:0;18187.15-18485.3:0;18485.3-18783.45:1;18783.45-19081.6:0;19081.6-19379.75:1;19379.75-19677.9:0;19677.9-19976.05:0;19976.05-20274.2:1;20274.2-20572.35:2;20572.35-20870.5:0;20870.5-21168.65:0;21168.65-21466.8:1;21466.8-21764.95:0;21764.95-22063.1:1;22063.1-22361.25:0;22361.25-22659.4:1;22659.4-22957.55:0;22957.55-23255.7:1;23255.7-23553.85:0;23553.85-23852:0;23852-24150.15:2;24150.15-24448.3:0;24448.3-24746.45:0;24746.45-25044.6:1;25044.6-25342.75:0;25342.75-25640.9:1;25640.9-25939.05:3;25939.05-26237.2:0;26237.2-26535.35:0;26535.35-26833.5:0;26833.5-27131.65:1;27131.65-27429.8:0;27429.8-27727.95:0;27727.95-28026.1:1;28026.1-28324.25:0;28324.25-28622.4:1;28622.4-28920.55:0;28920.55-29218.7:1;29218.7-29516.85:0;29516.85-29815:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Tunisia	4156.3336831059814	953	8996	12453	0-283.29:6;283.29-566.58:12;566.58-849.87:10;849.87-1133.16:126;1133.16-1416.45:87;1416.45-1699.74:71;1699.74-1983.03:66;1983.03-2266.32:53;2266.32-2549.61:45;2549.61-2832.9:52;2832.9-3116.19:45;3116.19-3399.48:28;3399.48-3682.77:20;3682.77-3966.06:25;3966.06-4249.35:29;4249.35-4532.64:20;4532.64-4815.93:17;4815.93-5099.22:20;5099.22-5382.51:15;5382.51-5665.8:12;5665.8-5949.09:7;5949.09-6232.38:18;6232.38-6515.67:7;6515.67-6798.96:10;6798.96-7082.25:8;7082.25-7365.54:9;7365.54-7648.83:8;7648.83-7932.12:9;7932.12-8215.41:8;8215.41-8498.7:3;8498.7-8781.99:9;8781.99-9065.28:11;9065.28-9348.57:6;9348.57-9631.86:3;9631.86-9915.15:3;9915.15-10198.44:3;10198.44-10481.73:6;10481.73-10765.02:4;10765.02-11048.31:0;11048.31-11331.6:3;11331.6-11614.89:3;11614.89-11898.18:2;11898.18-12181.47:5;12181.47-12464.76:3;12464.76-12748.05:2;12748.05-13031.34:2;13031.34-13314.63:0;13314.63-13597.92:0;13597.92-13881.21:4;13881.21-14164.5:0;14164.5-14447.79:3;14447.79-14731.08:5;14731.08-15014.37:1;15014.37-15297.66:0;15297.66-15580.95:0;15580.95-15864.24:0;15864.24-16147.53:0;16147.53-16430.82:1;16430.82-16714.11:1;16714.11-16997.4:1;16997.4-17280.69:2;17280.69-17563.98:2;17563.98-17847.27:2;17847.27-18130.56:1;18130.56-18413.85:2;18413.85-18697.14:1;18697.14-18980.43:0;18980.43-19263.72:1;19263.72-19547.01:0;19547.01-19830.3:0;19830.3-20113.59:0;20113.59-20396.88:0;20396.88-20680.17:0;20680.17-20963.46:0;20963.46-21246.75:1;21246.75-21530.04:0;21530.04-21813.33:0;21813.33-22096.62:0;22096.62-22379.91:1;22379.91-22663.2:0;22663.2-22946.49:0;22946.49-23229.78:0;23229.78-23513.07:2;23513.07-23796.36:0;23796.36-24079.65:2;24079.65-24362.94:0;24362.94-24646.23:5;24646.23-24929.52:1;24929.52-25212.81:0;25212.81-25496.1:0;25496.1-25779.39:0;25779.39-26062.68:0;26062.68-26345.97:0;26345.97-26629.26:0;26629.26-26912.55:1;26912.55-27195.84:0;27195.84-27479.13:0;27479.13-27762.42:0;27762.42-28045.71:1;28045.71-28329:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Turkey	3682.2211326305469	4079	7672	10976	0-289.8:83;289.8-579.6:139;579.6-869.4:75;869.4-1159.2:203;1159.2-1449:560;1449-1738.8:344;1738.8-2028.6:298;2028.6-2318.4:256;2318.4-2608.2:221;2608.2-2898:184;2898-3187.8:206;3187.8-3477.6:147;3477.6-3767.4:150;3767.4-4057.2:116;4057.2-4347:122;4347-4636.8:91;4636.8-4926.6:89;4926.6-5216.4:61;5216.4-5506.2:55;5506.2-5796:51;5796-6085.8:42;6085.8-6375.6:44;6375.6-6665.4:37;6665.4-6955.2:39;6955.2-7245:32;7245-7534.8:23;7534.8-7824.6:23;7824.6-8114.4:28;8114.4-8404.2:20;8404.2-8694:23;8694-8983.8:18;8983.8-9273.6:22;9273.6-9563.4:12;9563.4-9853.2:17;9853.2-10143:18;10143-10432.8:10;10432.8-10722.6:9;10722.6-11012.4:10;11012.4-11302.2:13;11302.2-11592:10;11592-11881.8:7;11881.8-12171.6:6;12171.6-12461.4:8;12461.4-12751.2:9;12751.2-13041:3;13041-13330.8:7;13330.8-13620.6:6;13620.6-13910.4:3;13910.4-14200.2:10;14200.2-14490:5;14490-14779.8:5;14779.8-15069.6:4;15069.6-15359.4:4;15359.4-15649.2:3;15649.2-15939:5;15939-16228.8:4;16228.8-16518.6:5;16518.6-16808.4:3;16808.4-17098.2:3;17098.2-17388:3;17388-17677.8:3;17677.8-17967.6:3;17967.6-18257.4:4;18257.4-18547.2:1;18547.2-18837:5;18837-19126.8:4;19126.8-19416.6:3;19416.6-19706.4:3;19706.4-19996.2:1;19996.2-20286:1;20286-20575.8:4;20575.8-20865.6:2;20865.6-21155.4:2;21155.4-21445.2:5;21445.2-21735:4;21735-22024.8:0;22024.8-22314.6:0;22314.6-22604.4:6;22604.4-22894.2:2;22894.2-23184:1;23184-23473.8:2;23473.8-23763.6:0;23763.6-24053.4:0;24053.4-24343.2:2;24343.2-24633:1;24633-24922.8:0;24922.8-25212.6:0;25212.6-25502.4:0;25502.4-25792.2:2;25792.2-26082:1;26082-26371.8:2;26371.8-26661.6:0;26661.6-26951.4:4;26951.4-27241.2:0;27241.2-27531:0;27531-27820.8:2;27820.8-28110.6:0;28110.6-28400.4:2;28400.4-28690.2:1;28690.2-28980:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Turkmenistan	19735	2	20524	20524	0-15.78:1;15.78-31.56:0;31.56-47.34:0;47.34-63.12:0;63.12-78.9:0;78.9-94.68:0;94.68-110.46:0;110.46-126.24:0;126.24-142.02:0;142.02-157.8:0;157.8-173.58:0;173.58-189.36:0;189.36-205.14:0;205.14-220.92:0;220.92-236.7:0;236.7-252.48:0;252.48-268.26:0;268.26-284.04:0;284.04-299.82:0;299.82-315.6:0;315.6-331.38:0;331.38-347.16:0;347.16-362.94:0;362.94-378.72:0;378.72-394.5:0;394.5-410.28:0;410.28-426.06:0;426.06-441.84:0;441.84-457.62:0;457.62-473.4:0;473.4-489.18:0;489.18-504.96:0;504.96-520.74:0;520.74-536.52:0;536.52-552.3:0;552.3-568.08:0;568.08-583.86:0;583.86-599.64:0;599.64-615.42:0;615.42-631.2:0;631.2-646.98:0;646.98-662.76:0;662.76-678.54:0;678.54-694.32:0;694.32-710.1:0;710.1-725.88:0;725.88-741.66:0;741.66-757.44:0;757.44-773.22:0;773.22-789:0;789-804.78:0;804.78-820.56:0;820.56-836.34:0;836.34-852.12:0;852.12-867.9:0;867.9-883.68:0;883.68-899.46:0;899.46-915.24:0;915.24-931.02:0;931.02-946.8:0;946.8-962.58:0;962.58-978.36:0;978.36-994.14:0;994.14-1009.92:0;1009.92-1025.7:0;1025.7-1041.48:0;1041.48-1057.26:0;1057.26-1073.04:0;1073.04-1088.82:0;1088.82-1104.6:0;1104.6-1120.38:0;1120.38-1136.16:0;1136.16-1151.94:0;1151.94-1167.72:0;1167.72-1183.5:0;1183.5-1199.28:0;1199.28-1215.06:0;1215.06-1230.84:0;1230.84-1246.62:0;1246.62-1262.4:0;1262.4-1278.18:0;1278.18-1293.96:0;1293.96-1309.74:0;1309.74-1325.52:0;1325.52-1341.3:0;1341.3-1357.08:0;1357.08-1372.86:0;1372.86-1388.64:0;1388.64-1404.42:0;1404.42-1420.2:0;1420.2-1435.98:0;1435.98-1451.76:0;1451.76-1467.54:0;1467.54-1483.32:0;1483.32-1499.1:0;1499.1-1514.88:0;1514.88-1530.66:0;1530.66-1546.44:0;1546.44-1562.22:0;1562.22-1578:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Turks and Caicos Islands	2143.44	25	4890	4911	0-59.86:1;59.86-119.72:0;119.72-179.58:0;179.58-239.44:0;239.44-299.3:1;299.3-359.16:0;359.16-419.02:1;419.02-478.88:2;478.88-538.74:1;538.74-598.6:0;598.6-658.46:0;658.46-718.32:0;718.32-778.18:0;778.18-838.04:3;838.04-897.9:0;897.9-957.76:0;957.76-1017.62:0;1017.62-1077.48:0;1077.48-1137.34:1;1137.34-1197.2:0;1197.2-1257.06:0;1257.06-1316.92:0;1316.92-1376.78:1;1376.78-1436.64:3;1436.64-1496.5:0;1496.5-1556.36:0;1556.36-1616.22:1;1616.22-1676.08:0;1676.08-1735.94:0;1735.94-1795.8:0;1795.8-1855.66:2;1855.66-1915.52:1;1915.52-1975.38:0;1975.38-2035.24:1;2035.24-2095.1:0;2095.1-2154.96:0;2154.96-2214.82:0;2214.82-2274.68:0;2274.68-2334.54:1;2334.54-2394.4:0;2394.4-2454.26:0;2454.26-2514.12:0;2514.12-2573.98:0;2573.98-2633.84:0;2633.84-2693.7:1;2693.7-2753.56:0;2753.56-2813.42:0;2813.42-2873.28:0;2873.28-2933.14:0;2933.14-2993:0;2993-3052.86:0;3052.86-3112.72:0;3112.72-3172.58:0;3172.58-3232.44:0;3232.44-3292.3:0;3292.3-3352.16:0;3352.16-3412.02:0;3412.02-3471.88:0;3471.88-3531.74:0;3531.74-3591.6:0;3591.6-3651.46:0;3651.46-3711.32:0;3711.32-3771.18:0;3771.18-3831.04:0;3831.04-3890.9:0;3890.9-3950.76:0;3950.76-4010.62:0;4010.62-4070.48:0;4070.48-4130.34:0;4130.34-4190.2:0;4190.2-4250.06:0;4250.06-4309.92:0;4309.92-4369.78:0;4369.78-4429.64:0;4429.64-4489.5:0;4489.5-4549.36:2;4549.36-4609.22:1;4609.22-4669.08:0;4669.08-4728.94:0;4728.94-4788.8:0;4788.8-4848.66:0;4848.66-4908.52:0;4908.52-4968.38:0;4968.38-5028.24:0;5028.24-5088.1:0;5088.1-5147.96:0;5147.96-5207.82:0;5207.82-5267.68:0;5267.68-5327.54:0;5327.54-5387.4:0;5387.4-5447.26:0;5447.26-5507.12:0;5507.12-5566.98:0;5566.98-5626.84:0;5626.84-5686.7:0;5686.7-5746.56:0;5746.56-5806.42:0;5806.42-5866.28:0;5866.28-5926.14:0;5926.14-5986:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Uganda	8772.073529411764	204	19112	24655	0-294.06:3;294.06-588.12:1;588.12-882.18:4;882.18-1176.24:1;1176.24-1470.3:0;1470.3-1764.36:5;1764.36-2058.42:3;2058.42-2352.48:5;2352.48-2646.54:11;2646.54-2940.6:10;2940.6-3234.66:7;3234.66-3528.72:9;3528.72-3822.78:3;3822.78-4116.84:1;4116.84-4410.9:5;4410.9-4704.96:6;4704.96-4999.02:6;4999.02-5293.08:7;5293.08-5587.14:3;5587.14-5881.2:7;5881.2-6175.26:4;6175.26-6469.32:5;6469.32-6763.38:0;6763.38-7057.44:2;7057.44-7351.5:4;7351.5-7645.56:3;7645.56-7939.62:4;7939.62-8233.68:4;8233.68-8527.74:2;8527.74-8821.8:3;8821.8-9115.86:3;9115.86-9409.92:5;9409.92-9703.98:2;9703.98-9998.04:0;9998.04-10292.1:3;10292.1-10586.16:3;10586.16-10880.22:1;10880.22-11174.28:2;11174.28-11468.34:3;11468.34-11762.4:3;11762.4-12056.46:1;12056.46-12350.52:2;12350.52-12644.58:1;12644.58-12938.64:2;12938.64-13232.7:4;13232.7-13526.76:0;13526.76-13820.82:0;13820.82-14114.88:2;14114.88-14408.94:2;14408.94-14703:3;14703-14997.06:0;14997.06-15291.12:2;15291.12-15585.18:0;15585.18-15879.24:0;15879.24-16173.3:1;16173.3-16467.36:1;16467.36-16761.42:0;16761.42-17055.48:2;17055.48-17349.54:1;17349.54-17643.6:0;17643.6-17937.66:2;17937.66-18231.72:4;18231.72-18525.78:0;18525.78-18819.84:0;18819.84-19113.9:1;19113.9-19407.96:1;19407.96-19702.02:1;19702.02-19996.08:1;19996.08-20290.14:0;20290.14-20584.2:1;20584.2-20878.26:1;20878.26-21172.32:0;21172.32-21466.38:0;21466.38-21760.44:0;21760.44-22054.5:1;22054.5-22348.56:1;22348.56-22642.62:0;22642.62-22936.68:0;22936.68-23230.74:0;23230.74-23524.8:0;23524.8-23818.86:0;23818.86-24112.92:1;24112.92-24406.98:0;24406.98-24701.04:2;24701.04-24995.1:1;24995.1-25289.16:0;25289.16-25583.22:0;25583.22-25877.28:0;25877.28-26171.34:2;26171.34-26465.4:1;26465.4-26759.46:1;26759.46-27053.52:1;27053.52-27347.58:0;27347.58-27641.64:1;27641.64-27935.7:0;27935.7-28229.76:0;28229.76-28523.82:1;28523.82-28817.88:0;28817.88-29111.94:1;29111.94-29406:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	Ukraine	3578.0545759865659	3573	7279	10533	0-296.89:76;296.89-593.78:156;593.78-890.67:63;890.67-1187.56:251;1187.56-1484.45:380;1484.45-1781.34:299;1781.34-2078.23:229;2078.23-2375.12:226;2375.12-2672.01:202;2672.01-2968.9:195;2968.9-3265.79:173;3265.79-3562.68:162;3562.68-3859.57:125;3859.57-4156.46:127;4156.46-4453.35:96;4453.35-4750.24:83;4750.24-5047.13:70;5047.13-5344.02:59;5344.02-5640.91:48;5640.91-5937.8:46;5937.8-6234.69:43;6234.69-6531.58:40;6531.58-6828.47:24;6828.47-7125.36:25;7125.36-7422.25:25;7422.25-7719.14:17;7719.14-8016.03:30;8016.03-8312.92:13;8312.92-8609.81:21;8609.81-8906.7:20;8906.7-9203.59:17;9203.59-9500.48:18;9500.48-9797.37:14;9797.37-10094.26:7;10094.26-10391.15:9;10391.15-10688.04:8;10688.04-10984.93:5;10984.93-11281.82:7;11281.82-11578.71:9;11578.71-11875.6:11;11875.6-12172.49:9;12172.49-12469.38:6;12469.38-12766.27:10;12766.27-13063.16:7;13063.16-13360.05:3;13360.05-13656.94:7;13656.94-13953.83:7;13953.83-14250.72:4;14250.72-14547.61:6;14547.61-14844.5:5;14844.5-15141.39:4;15141.39-15438.28:2;15438.28-15735.17:2;15735.17-16032.06:4;16032.06-16328.95:5;16328.95-16625.84:3;16625.84-16922.73:2;16922.73-17219.62:3;17219.62-17516.51:3;17516.51-17813.4:3;17813.4-18110.29:0;18110.29-18407.18:3;18407.18-18704.07:3;18704.07-19000.96:1;19000.96-19297.85:2;19297.85-19594.74:0;19594.74-19891.63:0;19891.63-20188.52:6;20188.52-20485.41:4;20485.41-20782.3:1;20782.3-21079.19:3;21079.19-21376.08:3;21376.08-21672.97:1;21672.97-21969.86:4;21969.86-22266.75:2;22266.75-22563.64:2;22563.64-22860.53:0;22860.53-23157.42:2;23157.42-23454.31:0;23454.31-23751.2:1;23751.2-24048.09:2;24048.09-24344.98:0;24344.98-24641.87:0;24641.87-24938.76:0;24938.76-25235.65:1;25235.65-25532.54:0;25532.54-25829.43:1;25829.43-26126.32:0;26126.32-26423.21:0;26423.21-26720.1:1;26720.1-27016.99:1;27016.99-27313.88:0;27313.88-27610.77:0;27610.77-27907.66:0;27907.66-28204.55:0;28204.55-28501.44:0;28501.44-28798.33:1;28798.33-29095.22:1;29095.22-29392.11:1;29392.11-29689:2
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	United Arab Emirates	3963.3352483947278	2959	8259	11860	0-297.98:52;297.98-595.96:152;595.96-893.94:57;893.94-1191.92:30;1191.92-1489.9:128;1489.9-1787.88:400;1787.88-2085.86:291;2085.86-2383.84:218;2383.84-2681.82:175;2681.82-2979.8:144;2979.8-3277.78:129;3277.78-3575.76:109;3575.76-3873.74:90;3873.74-4171.72:100;4171.72-4469.7:75;4469.7-4767.68:86;4767.68-5065.66:61;5065.66-5363.64:71;5363.64-5661.62:48;5661.62-5959.6:47;5959.6-6257.58:29;6257.58-6555.56:37;6555.56-6853.54:31;6853.54-7151.52:29;7151.52-7449.5:20;7449.5-7747.48:26;7747.48-8045.46:19;8045.46-8343.44:17;8343.44-8641.42:23;8641.42-8939.4:16;8939.4-9237.38:17;9237.38-9535.36:9;9535.36-9833.34:12;9833.34-10131.32:10;10131.32-10429.3:11;10429.3-10727.28:7;10727.28-11025.26:16;11025.26-11323.24:5;11323.24-11621.22:6;11621.22-11919.2:10;11919.2-12217.18:5;12217.18-12515.16:12;12515.16-12813.14:9;12813.14-13111.12:4;13111.12-13409.1:2;13409.1-13707.08:7;13707.08-14005.06:6;14005.06-14303.04:3;14303.04-14601.02:6;14601.02-14899:3;14899-15196.98:2;15196.98-15494.96:6;15494.96-15792.94:4;15792.94-16090.92:3;16090.92-16388.9:6;16388.9-16686.88:3;16686.88-16984.86:2;16984.86-17282.84:4;17282.84-17580.82:0;17580.82-17878.8:5;17878.8-18176.78:2;18176.78-18474.76:3;18474.76-18772.74:3;18772.74-19070.72:2;19070.72-19368.7:2;19368.7-19666.68:4;19666.68-19964.66:0;19964.66-20262.64:0;20262.64-20560.62:1;20560.62-20858.6:0;20858.6-21156.58:2;21156.58-21454.56:0;21454.56-21752.54:0;21752.54-22050.52:2;22050.52-22348.5:1;22348.5-22646.48:3;22646.48-22944.46:2;22944.46-23242.44:2;23242.44-23540.42:3;23540.42-23838.4:3;23838.4-24136.38:1;24136.38-24434.36:2;24434.36-24732.34:2;24732.34-25030.32:1;25030.32-25328.3:2;25328.3-25626.28:3;25626.28-25924.26:0;25924.26-26222.24:0;26222.24-26520.22:0;26520.22-26818.2:0;26818.2-27116.18:1;27116.18-27414.16:1;27414.16-27712.14:1;27712.14-28010.12:1;28010.12-28308.1:1;28308.1-28606.08:0;28606.08-28904.06:0;28904.06-29202.04:2;29202.04-29500.02:0;29500.02-29798:1
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	United Kingdom	2535.3119202106604	116206	4870	7304	0-299.85:3156;299.85-599.7:5718;599.7-899.55:4406;899.55-1199.4:19595;1199.4-1499.25:17967;1499.25-1799.1:13050;1799.1-2098.95:9609;2098.95-2398.8:7027;2398.8-2698.65:5487;2698.65-2998.5:4520;2998.5-3298.35:3595;3298.35-3598.2:2844;3598.2-3898.05:2326;3898.05-4197.9:1943;4197.9-4497.75:1638;4497.75-4797.6:1437;4797.6-5097.45:1141;5097.45-5397.3:960;5397.3-5697.15:818;5697.15-5997:738;5997-6296.85:684;6296.85-6596.7:585;6596.7-6896.55:543;6896.55-7196.4:474;7196.4-7496.25:376;7496.25-7796.1:375;7796.1-8095.95:343;8095.95-8395.8:300;8395.8-8695.65:271;8695.65-8995.5:248;8995.5-9295.35:228;9295.35-9595.2:185;9595.2-9895.05:204;9895.05-10194.9:162;10194.9-10494.75:161;10494.75-10794.6:176;10794.6-11094.45:152;11094.45-11394.3:143;11394.3-11694.15:135;11694.15-11994:117;11994-12293.85:87;12293.85-12593.7:107;12593.7-12893.55:90;12893.55-13193.4:82;13193.4-13493.25:111;13493.25-13793.1:82;13793.1-14092.95:86;14092.95-14392.8:54;14392.8-14692.65:84;14692.65-14992.5:77;14992.5-15292.35:77;15292.35-15592.2:68;15592.2-15892.05:63;15892.05-16191.9:49;16191.9-16491.75:65;16491.75-16791.6:62;16791.6-17091.45:48;17091.45-17391.3:46;17391.3-17691.15:45;17691.15-17991:52;17991-18290.85:44;18290.85-18590.7:32;18590.7-18890.55:36;18890.55-19190.4:41;19190.4-19490.25:32;19490.25-19790.1:29;19790.1-20089.95:33;20089.95-20389.8:40;20389.8-20689.65:31;20689.65-20989.5:39;20989.5-21289.35:39;21289.35-21589.2:25;21589.2-21889.05:28;21889.05-22188.9:30;22188.9-22488.75:20;22488.75-22788.6:33;22788.6-23088.45:33;23088.45-23388.3:22;23388.3-23688.15:19;23688.15-23988:17;23988-24287.85:22;24287.85-24587.7:19;24587.7-24887.55:25;24887.55-25187.4:16;25187.4-25487.25:24;25487.25-25787.1:18;25787.1-26086.95:13;26086.95-26386.8:12;26386.8-26686.65:14;26686.65-26986.5:19;26986.5-27286.35:17;27286.35-27586.2:12;27586.2-27886.05:12;27886.05-28185.9:21;28185.9-28485.75:15;28485.75-28785.6:11;28785.6-29085.45:11;29085.45-29385.3:7;29385.3-29685.15:10;29685.15-29985:13
4/11/2013 2:00:00 AM -> 4/11/2013 11:00:00 PM	United States	2808.1167893889892	20507	6562	10392	0-299.41:1427;299.41-598.82:2509;598.82-898.23:2968;898.23-1197.64:2070;1197.64-1497.05:1614;1497.05-1796.46:1250;1796.46-2095.87:1073;2095.87-2395.28:857;2395.28-2694.69:751;2694.69-2994.1:582;2994.1-3293.51:555;3293.51-3592.92:463;3592.92-3892.33:408;3892.33-4191.74:366;4191.74-4491.15:296;4491.15-4790.56:288;4790.56-5089.97:239;5089.97-5389.38:197;5389.38-5688.79:167;5688.79-5988.2:146;5988.2-6287.61:135;6287.61-6587.02:115;6587.02-6886.43:117;6886.43-7185.84:94;7185.84-7485.25:123;7485.25-7784.66:111;7784.66-8084.07:94;8084.07-8383.48:69;8383.48-8682.89:81;8682.89-8982.3:61;8982.3-9281.71:55;9281.71-9581.12:53;9581.12-9880.53:58;9880.53-10179.94:56;10179.94-10479.35:52;10479.35-10778.76:43;10778.76-11078.17:49;11078.17-11377.58:41;11377.58-11676.99:43;11676.99-11976.4:36;11976.4-12275.81:44;12275.81-12575.22:41;12575.22-12874.63:25;12874.63-13174.04:22;13174.04-13473.45:30;13473.45-13772.86:26;13772.86-14072.27:26;14072.27-14371.68:24;14371.68-14671.09:30;14671.09-14970.5:29;14970.5-15269.91:25;15269.91-15569.32:24;15569.32-15868.73:21;15868.73-16168.14:18;16168.14-16467.55:20;16467.55-16766.96:18;16766.96-17066.37:17;17066.37-17365.78:16;17365.78-17665.19:24;17665.19-17964.6:18;17964.6-18264.01:20;18264.01-18563.42:14;18563.42-18862.83:12;18862.83-19162.24:9;19162.24-19461.65:8;19461.65-19761.06:6;19761.06-20060.47:12;20060.47-20359.88:14;20359.88-20659.29:14;20659.29-20958.7:11;20958.7-21258.11:7;21258.11-21557.52:4;21557.52-21856.93:6;21856.93-22156.34:6;22156.34-22455.75:7;22455.75-22755.16:8;22755.16-23054.57:8;23054.57-23353.98:4;23353.98-23653.39:11;23653.39-23952.8:6;23952.8-24252.21:10;24252.21-24551.62:3;24551.62-24851.03:6;24851.03-25150.44:8;25150.44-25449.85:3;25449.85-25749.26:2;25749.26-26048.67:4;26048.67-26348.08:7;26348.08-26647.49:6;26647.49-26946.9:10;26946.9-27246.31:3;27246.31-27545.72:10;27545.72-27845.13:9;27845.13-28144.54:5;28144.54-28443.95:0;28443.95-28743.36:5;28743.36-29042.77:4;29042.77-29342.18:7;29342.18-29641.59:5;29641.59-29941:3
